NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,datetime,feed_window
2.448,5.656,0.078312,23.82248,10.49612,22.9824,2022-02-07 22:40:00,1
13.566,5.757,0.018072,23.21528,9.10984,30.78,2022-02-07 23:40:00,1
28.05,5.757,0.03514,23.19504,8.21866,25.0344,2022-02-08 00:00:00,1
28.662,5.05,0.072288,23.03312,6.83238,19.1862,2022-02-08 00:20:00,2
13.566,5.555,0.091364,23.01288,8.31768,26.163,2022-02-08 00:40:00,1
1.122,5.05,0.078312,22.8712,8.51572,19.494,2022-02-08 01:00:00,1
29.172,5.555,0.006024,22.80036,8.4167,24.3162,2022-02-08 01:20:00,1
24.684,5.858,0.079316,22.80036,9.70396,30.9852,2022-02-08 01:40:00,1
17.136,5.05,0.003012,22.7194,7.82258,31.0878,2022-02-08 02:00:00,1
11.526,5.656,0.051204,22.44616,7.22846,27.0864,2022-02-08 02:20:00,2
27.744,5.151,0.076304,21.9098,7.12944,22.9824,2022-02-08 02:40:00,2
6.936,5.656,0.094376,21.78836,9.70396,23.2902,2022-02-08 03:00:00,1
12.648,5.252,0.039156,21.72764,10.3971,26.8812,2022-02-08 03:20:00,1
23.766,5.555,0.036144,21.63656,10.69416,28.0098,2022-02-08 03:40:00,1
8.364,5.757,0.062248,21.53536,8.31768,27.9072,2022-02-08 04:00:00,1
10.71,5.656,0.092368,21.505,10.8922,25.2396,2022-02-08 04:20:00,1
11.526,5.757,0.03012,21.4038,7.9216,21.546,2022-02-08 04:40:00,1
11.526,5.656,0.07028,21.57584,8.51572,28.728,2022-02-08 05:00:00,1
23.664,5.252,0.08534,21.6568,11.09024,34.0632,2022-02-08 05:20:00,1
3.876,5.151,0.033132,22.05148,7.62454,26.3682,2022-02-08 05:40:00,1
2.448,5.858,0.079316,22.1628,8.81278,29.5488,2022-02-08 06:20:00,1
29.274,5.858,0.03012,22.3146,5.9412,19.5966,2022-02-08 07:00:00,2
15.504,5.757,0.03514,23.00276,8.21866,29.1384,2022-02-08 07:20:00,1
2.754,6.06,0.066264,23.03312,8.4167,31.6008,2022-02-08 07:40:00,1
22.644,5.555,0.022088,23.56948,11.3873,26.5734,2022-02-08 08:00:00,1
0.612,5.151,0.003012,24.02488,6.73336,32.319,2022-02-08 08:40:00,2
11.424,5.151,0.047188,24.50052,6.33728,20.6226,2022-02-08 09:20:00,2
0.102,5.555,0.088352,24.80412,9.70396,33.0372,2022-02-08 09:40:00,1
2.652,5.656,0.076304,24.83448,7.62454,21.8538,2022-02-08 10:00:00,1
12.954,6.06,0.074296,25.15832,6.4363,27.702,2022-02-08 10:20:00,2
2.244,5.252,0.088352,25.27976,9.30788,21.4434,2022-02-08 10:40:00,1
13.464,5.151,0.038152,25.48216,11.58534,30.1644,2022-02-08 11:40:00,1
27.744,5.555,0.028112,25.61372,8.61474,29.6514,2022-02-08 12:00:00,1
23.256,5.858,0.00502,25.6542,11.8824,32.7294,2022-02-08 12:20:00,1
19.176,6.06,0.098392,25.67444,8.21866,30.3696,2022-02-08 12:40:00,1
22.134,5.858,0.083332,25.86672,6.9314,21.4434,2022-02-08 13:00:00,2
17.952,5.05,0.094376,26.312,11.48632,34.6788,2022-02-08 13:20:00,1
26.316,6.06,0.063252,26.2108,10.99122,25.8552,2022-02-08 13:40:00,1
15.504,5.858,0.036144,25.94768,8.02062,34.4736,2022-02-08 14:00:00,1
2.346,5.959,0.049196,25.86672,6.23826,26.0604,2022-02-08 14:20:00,2
4.182,5.353,0.01004,25.66432,8.71376,24.9318,2022-02-08 14:40:00,1
5.712,5.858,0.098392,25.6542,10.10004,27.5994,2022-02-08 15:00:00,1
10.2,5.454,0.052208,25.59348,10.99122,23.8032,2022-02-08 15:20:00,1
23.052,5.151,0.012048,25.53276,10.19906,23.3928,2022-02-08 15:40:00,1
26.826,5.757,0.084336,25.39108,10.69416,19.5966,2022-02-08 16:00:00,1
29.784,5.353,0.057228,25.1988,7.32748,34.371,2022-02-08 16:20:00,1
26.622,5.656,0.081324,25.00652,6.13924,25.8552,2022-02-08 16:40:00,2
11.73,6.06,0.061244,24.794,8.21866,27.5994,2022-02-08 17:20:00,1
8.874,5.757,0.004016,24.76364,9.20886,34.2684,2022-02-08 17:40:00,1
21.42,5.252,0.073292,24.62196,8.4167,33.0372,2022-02-08 18:20:00,1
17.238,5.353,0.01004,24.55112,7.4265,25.8552,2022-02-08 18:40:00,1
3.57,5.252,0.098392,24.09572,9.70396,35.2944,2022-02-08 19:20:00,1
11.526,5.353,0.071284,24.0856,8.4167,28.0098,2022-02-08 19:40:00,1
7.038,5.353,0.091364,24.06536,6.83238,19.3914,2022-02-08 20:00:00,2
20.196,5.656,0.029116,24.02488,9.902,25.4448,2022-02-08 20:20:00,1
16.116,5.858,0.02008,23.86296,6.4363,29.3436,2022-02-08 20:40:00,2
19.992,6.06,0.007028,23.71116,6.23826,33.6528,2022-02-08 21:00:00,2
18.054,5.454,0.048192,23.6302,8.81278,22.1616,2022-02-08 21:20:00,1
27.948,5.656,0.1004,23.46828,8.31768,23.2902,2022-02-08 21:40:00,1
12.75,5.252,0.073292,23.43792,8.9118,32.5242,2022-02-08 22:20:00,1
20.604,5.151,0.071284,23.3772,8.02062,29.9592,2022-02-08 22:40:00,1
26.928,5.353,0.073292,23.2254,6.4363,31.293,2022-02-08 23:20:00,2
29.172,5.252,0.017068,23.28612,11.09024,34.1658,2022-02-08 23:40:00,1
13.77,5.353,0.0682992,22.34496,7.52552,27.2916,2022-02-09 01:00:00,1
23.46,5.252,0.060264,22.34496,6.9314,33.4476,2022-02-09 01:20:00,2
1.326,5.959,0.0662904,22.18304,11.28828,33.5502,2022-02-09 01:40:00,1
11.22,5.454,0.045198,22.17292,6.53532,25.137,2022-02-09 02:00:00,2
11.016,5.454,0.0512244,22.02112,7.12944,28.3176,2022-02-09 02:40:00,2
6.834,5.555,0.02511,21.97052,9.10984,26.4708,2022-02-09 03:00:00,1
1.53,5.151,0.090396,21.78836,10.00102,20.8278,2022-02-09 03:40:00,1
6.018,6.06,0.0612684,21.67704,11.58534,35.2944,2022-02-09 04:00:00,1
27.54,5.05,0.0522288,21.44428,7.12944,27.189,2022-02-09 04:20:00,2
28.254,5.454,0.0030132,21.41392,8.81278,24.111,2022-02-09 04:40:00,1
28.356,5.858,0.0271188,21.39368,11.18926,33.4476,2022-02-09 05:00:00,1
2.346,5.656,0.0944136,21.73776,7.82258,30.5748,2022-02-09 06:00:00,1
0.204,5.555,0.07533,22.13244,8.9118,33.4476,2022-02-09 07:00:00,1
27.846,5.959,0.03012,22.33484,9.01082,32.319,2022-02-09 07:20:00,1
27.234,5.555,0.006024,22.49676,11.18926,34.0632,2022-02-09 07:40:00,1
26.928,5.252,0.024096,22.73964,8.21866,19.6992,2022-02-09 08:20:00,1
2.55,5.151,0.078312,23.23552,7.52552,26.3682,2022-02-09 08:40:00,1
11.118,5.656,0.0592596,23.24564,9.50592,22.2642,2022-02-09 09:00:00,1
15.198,5.05,0.0743256,24.3386,6.33728,34.4736,2022-02-09 09:40:00,2
28.458,5.353,0.040176,24.48028,9.80298,24.0084,2022-02-09 10:00:00,1
13.464,5.454,0.0793476,24.541,10.10004,32.319,2022-02-09 10:20:00,1
12.852,5.353,0.0974268,24.60172,9.50592,21.7512,2022-02-09 10:40:00,1
22.236,6.06,0.0532332,25.39108,8.4167,28.728,2022-02-09 11:40:00,1
9.486,5.555,0.0612684,25.61372,8.81278,21.3408,2022-02-09 12:00:00,1
10.914,5.858,0.0612684,25.69468,9.902,26.2656,2022-02-09 12:20:00,1
19.686,5.858,0.0170748,26.17032,8.71376,29.9592,2022-02-09 12:40:00,1
9.282,5.656,0.0120528,26.2108,7.9216,24.5214,2022-02-09 13:00:00,1
26.52,5.959,0.0090396,26.28164,6.33728,33.5502,2022-02-09 13:20:00,2
27.132,5.454,0.0582552,26.12984,7.9216,33.0372,2022-02-09 14:00:00,1
8.568,5.05,0.0411804,25.92744,9.902,22.572,2022-02-09 14:20:00,1
26.724,5.858,0.0964224,25.84648,6.04022,33.345,2022-02-09 15:00:00,2
5.61,5.252,0.0241056,25.6542,11.09024,28.8306,2022-02-09 15:20:00,1
25.194,6.06,0.0562464,25.46192,7.52552,26.8812,2022-02-09 16:00:00,1
18.36,5.151,0.10044,25.3506,7.82258,24.9318,2022-02-09 16:20:00,1
13.566,5.959,0.0341496,25.07736,9.80298,33.0372,2022-02-09 16:40:00,1
6.324,5.555,0.0331452,24.92556,8.81278,33.5502,2022-02-09 17:00:00,1
22.95,5.454,0.0512244,24.86484,7.52552,32.7294,2022-02-09 17:20:00,1
6.732,5.353,0.0261144,24.78388,5.9412,19.5966,2022-02-09 17:40:00,2
12.954,5.555,0.0733212,24.66244,11.8824,33.0372,2022-02-09 18:00:00,1
15.81,5.151,0.0070308,24.44992,7.03042,24.7266,2022-02-09 18:40:00,2
15.3,5.858,0.0321408,24.35884,11.8824,27.3942,2022-02-09 19:20:00,1
12.444,5.05,0.0462024,24.3386,11.48632,28.728,2022-02-09 19:40:00,1
14.586,5.555,0.0160704,24.27788,8.51572,19.9044,2022-02-09 20:00:00,1
8.364,5.252,0.030132,24.1868,7.62454,30.8826,2022-02-09 20:20:00,1
28.968,5.05,0.005022,23.99452,9.01082,20.8278,2022-02-09 20:40:00,1
22.134,5.252,0.010044,23.90344,11.18926,24.2136,2022-02-09 21:00:00,1
0.306,5.05,0.0190836,23.48852,9.4069,31.0878,2022-02-09 22:40:00,1
29.58,5.656,0.0823608,23.36708,11.3873,33.345,2022-02-09 23:00:00,1
22.95,5.959,0.0994356,23.34684,10.3971,34.1658,2022-02-09 23:20:00,1
42.432,7.171,0.0170748,22.35508,3.76276,25.3422,2022-02-10 00:20:00,2
81.192,6.767,0.065286,22.20328,5.24806,19.8018,2022-02-10 00:40:00,2
52.326,7.272,0.0311364,22.0616,5.9412,28.8306,2022-02-10 01:20:00,2
35.292,6.565,0.055242,22.011,4.15884,20.8278,2022-02-10 02:00:00,2
75.072,6.666,0.0482112,21.97052,2.9706,27.4968,2022-02-10 02:20:00,2
56.814,6.666,0.0512244,21.78836,3.36668,29.3436,2022-02-10 03:00:00,2
37.944,6.666,0.0462024,21.7074,5.64414,33.6528,2022-02-10 03:20:00,2
62.526,7.07,0.0642816,21.64668,5.34708,25.0344,2022-02-10 03:40:00,2
57.936,6.464,0.0411804,21.61632,5.14904,19.494,2022-02-10 04:00:00,2
36.21,6.868,0.0180792,21.54548,5.74316,32.9346,2022-02-10 04:40:00,2
38.76,6.767,0.0863784,21.3532,5.05002,25.8552,2022-02-10 05:00:00,2
36.72,7.171,0.0512244,21.54548,5.14904,31.0878,2022-02-10 05:40:00,2
49.572,6.363,0.0612684,21.6568,4.05982,21.033,2022-02-10 06:00:00,2
58.854,6.262,0.0984312,21.8086,6.04022,26.0604,2022-02-10 06:20:00,2
46.308,6.969,0.0462024,21.95028,5.74316,30.9852,2022-02-10 06:40:00,2
41.82,6.565,0.0431892,22.50688,4.75296,21.8538,2022-02-10 07:00:00,2
7.854,5.959,0.0974268,22.18304,9.902,33.1398,2022-02-10 07:20:00,1
19.992,5.252,0.0110484,22.64856,9.4069,26.8812,2022-02-10 07:40:00,1
2.55,6.06,0.0040176,22.98252,11.18926,23.9058,2022-02-10 08:20:00,1
6.936,5.757,0.0763344,23.08372,9.50592,21.546,2022-02-10 08:40:00,1
22.032,5.454,0.0843696,23.18492,9.10984,20.6226,2022-02-10 09:00:00,1
28.662,5.858,0.0582552,23.19504,8.61474,19.2888,2022-02-10 09:20:00,1
14.28,5.858,0.0522288,23.529,9.30788,33.858,2022-02-10 10:00:00,1
1.428,5.05,0.040176,24.71304,9.902,20.8278,2022-02-10 11:20:00,1
13.26,5.252,0.0090396,25.21904,9.10984,20.9304,2022-02-10 12:20:00,1
6.63,5.05,0.0381672,25.77564,6.83238,33.5502,2022-02-10 13:20:00,2
3.774,5.858,0.080352,26.15008,9.902,30.6774,2022-02-10 13:40:00,1
14.994,5.959,0.0682992,25.84648,8.9118,34.884,2022-02-10 14:40:00,1
5.712,5.05,0.0723168,25.20892,7.22846,31.6008,2022-02-10 15:20:00,2
0.612,5.05,0.0170748,25.0976,8.02062,33.345,2022-02-10 16:00:00,1
12.036,5.05,0.0321408,25.00652,9.10984,31.0878,2022-02-10 16:20:00,1
18.87,5.656,0.0622728,24.8952,11.78338,34.6788,2022-02-10 16:40:00,1
8.16,5.959,0.0462024,24.76364,9.30788,27.2916,2022-02-10 17:20:00,1
1.428,6.06,0.0924048,24.44992,8.81278,25.3422,2022-02-10 18:20:00,1
15.708,5.858,0.0482112,24.39932,7.62454,29.9592,2022-02-10 18:40:00,1
16.32,5.757,0.0040176,24.34872,8.02062,29.8566,2022-02-10 19:00:00,1
5.406,5.353,0.0843696,24.14632,9.4069,28.8306,2022-02-10 19:40:00,1
23.868,5.05,0.0441936,24.1362,7.03042,28.728,2022-02-10 20:00:00,2
12.75,5.05,0.0220968,24.09572,10.8922,27.3942,2022-02-10 20:20:00,1
3.876,5.252,0.0140616,23.87308,9.902,24.624,2022-02-10 21:00:00,1
4.692,5.959,0.0843696,23.80224,8.02062,27.189,2022-02-10 21:20:00,1
27.948,5.252,0.05022,23.4278,7.32748,30.6774,2022-02-10 22:00:00,1
6.732,5.656,0.07533,23.19504,9.4069,32.1138,2022-02-10 23:00:00,1
27.132,5.656,0.0321408,22.70928,9.10984,30.78,2022-02-10 23:40:00,1
41.412,6.565,0.045198,22.15268,4.55492,25.4448,2022-02-11 00:20:00,2
53.346,6.767,0.0040176,21.93004,5.4461,28.4202,2022-02-11 01:40:00,2
64.566,6.969,0.0170748,21.8086,4.75296,31.0878,2022-02-11 02:00:00,2
31.416,6.565,0.0170748,21.64668,3.76276,32.7294,2022-02-11 02:20:00,2
68.34,6.262,0.0873828,21.54548,3.9608,34.6788,2022-02-11 02:40:00,2
30.702,6.868,0.0331452,21.48476,3.26766,21.1356,2022-02-11 03:20:00,2
67.626,6.868,0.0180792,21.46452,4.55492,22.4694,2022-02-11 03:40:00,2
32.334,6.565,0.0070308,21.44428,5.64414,25.3422,2022-02-11 04:00:00,2
31.416,6.565,0.015066,21.56572,4.15884,30.8826,2022-02-11 05:00:00,2
66.402,6.666,0.0682992,21.6062,4.75296,21.2382,2022-02-11 05:20:00,2
55.386,6.565,0.0210924,21.67704,4.25786,20.3148,2022-02-11 05:40:00,2
45.594,6.565,0.055242,22.3146,3.26766,30.267,2022-02-11 06:00:00,2
68.646,6.666,0.0231012,22.53724,4.4559,25.2396,2022-02-11 06:20:00,2
78.336,6.464,0.0110484,22.58784,3.36668,25.0344,2022-02-11 06:40:00,2
55.794,6.161,0.0271188,22.52712,3.06962,19.2888,2022-02-11 07:20:00,2
44.574,6.969,0.010044,22.95216,4.25786,26.9838,2022-02-11 07:40:00,2
75.99,7.272,0.07533,22.96228,3.86178,32.832,2022-02-11 08:00:00,2
42.738,6.363,0.0512244,23.3772,4.75296,28.215,2022-02-11 08:40:00,2
47.532,7.171,0.0773388,23.60996,4.65394,26.3682,2022-02-11 09:00:00,2
52.734,7.272,0.0190836,23.67068,4.951,35.2944,2022-02-11 09:20:00,2
41.31,7.07,0.0914004,23.6808,5.24806,23.8032,2022-02-11 09:40:00,2
32.946,7.272,0.0743256,23.7314,2.9706,29.4462,2022-02-11 10:00:00,2
67.626,6.363,0.0030132,23.8326,3.56472,29.241,2022-02-11 10:20:00,2
74.868,6.868,0.0823608,23.86296,3.9608,26.676,2022-02-11 11:00:00,2
47.226,7.171,0.0331452,24.5916,5.4461,21.2382,2022-02-11 12:00:00,2
71.706,6.969,0.0190836,24.87496,5.64414,29.8566,2022-02-11 12:20:00,2
54.57,6.767,0.0441936,24.90532,4.35688,29.6514,2022-02-11 12:40:00,2
60.588,6.363,0.0020088,25.74528,4.951,33.0372,2022-02-11 13:00:00,2
37.332,7.07,0.0291276,26.25128,5.9412,35.1918,2022-02-11 13:40:00,2
37.944,7.272,0.0180792,26.20068,4.55492,31.293,2022-02-11 14:00:00,2
79.866,7.272,0.0572508,25.89708,4.951,22.1616,2022-02-11 14:20:00,2
80.376,7.272,0.05022,25.57324,3.9608,31.6008,2022-02-11 15:00:00,2
41.004,7.171,0.0381672,25.56312,5.14904,30.6774,2022-02-11 15:20:00,2
46.308,7.07,0.015066,25.44168,6.04022,30.8826,2022-02-11 15:40:00,2
63.342,6.868,0.0482112,25.17856,3.26766,29.241,2022-02-11 16:00:00,2
31.11,6.868,0.0662904,25.08748,3.66374,31.293,2022-02-11 16:20:00,2
58.548,7.07,0.0833652,24.98628,5.34708,19.3914,2022-02-11 16:40:00,2
42.126,6.161,0.015066,24.91544,4.85198,33.2424,2022-02-11 17:00:00,2
42.33,6.565,0.070308,24.53088,4.65394,31.293,2022-02-11 17:40:00,2
68.544,6.969,0.10044,24.42968,4.05982,24.4188,2022-02-11 18:20:00,2
63.546,6.767,0.0431892,24.1868,5.9412,33.1398,2022-02-11 19:00:00,2
41.718,6.262,0.0994356,24.15644,3.26766,24.9318,2022-02-11 19:20:00,2
81.09,6.969,0.015066,23.53912,5.05002,19.494,2022-02-11 20:00:00,2
38.556,6.868,0.020088,23.529,3.26766,35.0892,2022-02-11 20:20:00,2
37.638,7.171,0.0231012,23.49864,4.35688,34.5762,2022-02-11 20:40:00,2
60.486,7.272,0.0210924,23.39744,3.66374,29.9592,2022-02-11 21:00:00,2
64.26,6.666,0.0070308,23.2254,4.75296,24.3162,2022-02-11 21:40:00,2
38.658,7.07,0.0572508,23.18492,3.86178,34.2684,2022-02-11 22:00:00,2
55.794,6.464,0.0994356,23.04324,3.06962,22.7772,2022-02-11 22:40:00,2
64.974,6.565,0.0773388,22.96228,5.24806,35.1918,2022-02-11 23:00:00,2
48.756,7.07,0.0984312,22.95216,3.26766,21.6486,2022-02-11 23:20:00,2
61.404,7.171,0.0873828,22.50688,5.9412,23.3928,2022-02-11 23:40:00,2
73.338,6.565,0.0381672,22.68904,5.14904,32.0112,2022-02-12 01:00:00,2
75.276,6.565,0.0421848,22.67892,3.4657,24.8292,2022-02-12 01:20:00,2
36.108,6.666,0.005022,22.58784,5.9412,19.2888,2022-02-12 02:00:00,2
76.296,6.666,0.0381672,22.37532,3.86178,21.9564,2022-02-12 02:40:00,2
42.84,6.767,0.0331452,22.20328,3.56472,19.5966,2022-02-12 03:00:00,2
74.154,7.272,0.0060264,21.66692,3.4657,26.9838,2022-02-12 04:00:00,2
52.938,7.07,0.0281232,21.32284,5.34708,21.4434,2022-02-12 04:20:00,2
73.134,6.868,0.0924048,21.31272,3.4657,25.2396,2022-02-12 05:00:00,2
46.104,7.171,0.0241056,21.53536,4.951,33.345,2022-02-12 05:20:00,2
76.092,6.666,0.0642816,21.84908,4.35688,29.5488,2022-02-12 06:00:00,2
64.872,6.868,0.0210924,22.94204,5.64414,26.676,2022-02-12 07:20:00,2
40.392,6.666,0.020088,23.30636,3.4657,32.319,2022-02-12 08:20:00,2
68.238,6.262,0.0863784,23.31648,6.04022,34.0632,2022-02-12 08:40:00,2
62.322,6.262,0.0682992,23.33672,4.55492,32.0112,2022-02-12 09:00:00,2
39.576,6.464,0.0672948,23.99452,3.76276,27.4968,2022-02-12 09:20:00,2
49.266,7.272,0.0783432,24.27788,4.951,26.676,2022-02-12 09:40:00,2
49.266,6.565,0.02511,24.70292,3.66374,28.9332,2022-02-12 10:40:00,2
68.238,7.171,0.0231012,24.93568,3.56472,28.1124,2022-02-12 11:00:00,2
34.986,6.262,0.10044,25.06724,3.66374,23.2902,2022-02-12 11:20:00,2
47.634,6.464,0.090396,25.08748,5.54512,29.1384,2022-02-12 11:40:00,2
64.362,6.969,0.0823608,25.16844,3.16864,20.7252,2022-02-12 12:00:00,2
33.252,7.07,0.0813564,25.34048,4.55492,22.8798,2022-02-12 12:20:00,2
73.542,6.464,0.0743256,25.7048,5.24806,24.5214,2022-02-12 13:20:00,2
60.18,6.969,0.0170748,26.18044,4.05982,32.5242,2022-02-12 14:00:00,2
36.822,6.767,0.0682992,25.26964,5.64414,30.267,2022-02-12 15:00:00,2
43.146,7.07,0.0220968,25.05712,3.9608,29.241,2022-02-12 15:20:00,2
58.344,6.161,0.0843696,25.00652,3.76276,20.3148,2022-02-12 15:40:00,2
38.76,7.272,0.0371628,24.98628,3.86178,30.1644,2022-02-12 16:00:00,2
45.798,7.272,0.0713124,24.81424,4.65394,24.8292,2022-02-12 16:40:00,2
53.652,6.767,0.0662904,24.80412,5.4461,28.5228,2022-02-12 17:00:00,2
67.932,6.767,0.0231012,24.66244,4.05982,34.884,2022-02-12 17:20:00,2
77.52,6.161,0.05022,24.61184,4.65394,28.728,2022-02-12 17:40:00,2
60.69,6.969,0.0592596,24.42968,4.65394,32.6268,2022-02-12 18:00:00,2
61.914,7.272,0.0090396,24.27788,3.86178,28.9332,2022-02-12 19:00:00,2
32.844,7.272,0.0020088,23.92368,4.65394,23.085,2022-02-12 20:00:00,2
78.438,6.464,0.0492156,23.1748,5.84218,28.0098,2022-02-12 20:40:00,2
76.092,7.171,0.045198,23.04324,3.4657,28.728,2022-02-12 21:20:00,2
31.518,6.464,0.0974268,23.01288,5.74316,19.2888,2022-02-12 21:40:00,2
49.47,6.969,0.0843696,22.96228,5.4461,24.8292,2022-02-12 22:00:00,2
31.722,6.868,0.0120528,22.95216,4.25786,32.9346,2022-02-12 22:20:00,2
45.39,7.171,0.0562464,22.83072,3.86178,24.2136,2022-02-12 22:40:00,2
71.4,6.262,0.0823608,22.64856,4.951,33.4476,2022-02-12 23:20:00,2
57.222,6.666,0.0813564,23.26588,3.4657,30.9852,2022-02-12 23:40:00,2
62.22,6.464,0.0713124,23.03312,3.16864,31.806,2022-02-13 00:00:00,2
58.242,7.171,0.0642816,22.8712,4.25786,32.4216,2022-02-13 00:20:00,2
67.32,6.262,0.0542376,22.75988,4.951,32.319,2022-02-13 00:40:00,2
69.666,6.666,0.0371628,22.7194,5.54512,29.241,2022-02-13 01:00:00,2
76.194,6.464,0.0492156,22.39556,3.16864,21.6486,2022-02-13 01:20:00,2
49.368,6.868,0.005022,22.37532,3.26766,30.1644,2022-02-13 01:40:00,2
81.6,6.565,0.0341496,22.2134,4.75296,25.4448,2022-02-13 02:00:00,2
39.576,7.272,0.040176,22.12232,3.9608,25.4448,2022-02-13 02:20:00,2
43.35,7.07,0.0783432,21.9098,4.951,21.2382,2022-02-13 02:40:00,2
36.618,6.767,0.0381672,21.59608,5.84218,27.9072,2022-02-13 04:00:00,2
79.05,7.171,0.0210924,21.53536,4.951,24.5214,2022-02-13 04:20:00,2
60.486,7.272,0.0190836,21.43416,3.56472,29.3436,2022-02-13 04:40:00,2
56.1,6.767,0.0210924,22.12232,5.54512,27.0864,2022-02-13 05:20:00,2
79.356,6.161,0.0873828,22.84084,4.05982,21.1356,2022-02-13 06:00:00,2
46.614,6.969,0.055242,22.9724,5.14904,21.6486,2022-02-13 06:20:00,2
50.592,7.07,0.0210924,23.2254,6.04022,27.189,2022-02-13 07:00:00,2
64.26,6.868,0.0130572,22.8206,4.55492,22.3668,2022-02-13 08:00:00,2
33.354,6.969,0.0934092,22.91168,2.9706,26.2656,2022-02-13 08:20:00,2
67.218,6.565,0.0763344,22.98252,3.36668,21.9564,2022-02-13 08:40:00,2
32.64,6.161,0.0522288,23.08372,4.35688,32.9346,2022-02-13 09:00:00,2
80.988,6.565,0.0170748,23.1242,3.76276,33.2424,2022-02-13 09:20:00,2
80.886,6.363,0.065286,23.65044,4.65394,34.7814,2022-02-13 10:20:00,2
70.89,6.666,0.0130572,23.71116,5.24806,29.241,2022-02-13 10:40:00,2
60.996,6.969,0.0682992,23.7314,5.84218,30.6774,2022-02-13 11:00:00,2
42.228,7.07,0.0723168,23.80224,5.14904,31.3956,2022-02-13 11:20:00,2
68.34,6.565,0.0281232,23.87308,3.36668,30.6774,2022-02-13 11:40:00,2
52.122,6.666,0.0110484,24.00464,5.54512,33.858,2022-02-13 12:00:00,2
35.598,6.464,0.0060264,25.22916,3.06962,35.1918,2022-02-13 12:20:00,2
65.994,6.363,0.0863784,25.37084,3.76276,32.832,2022-02-13 12:40:00,2
75.48,6.363,0.0291276,26.0084,3.86178,19.8018,2022-02-13 13:00:00,2
64.872,7.272,0.0622728,26.18044,5.4461,27.189,2022-02-13 13:20:00,2
73.134,6.161,0.0220968,26.30188,4.75296,27.5994,2022-02-13 13:40:00,2
68.544,7.171,0.0492156,26.23104,5.34708,26.3682,2022-02-13 14:00:00,2
63.036,6.464,0.0472068,26.2108,3.86178,33.6528,2022-02-13 14:20:00,2
35.292,6.868,0.0843696,26.11972,5.24806,29.1384,2022-02-13 14:40:00,2
46.512,6.969,0.020088,26.09948,5.05002,28.4202,2022-02-13 15:00:00,2
62.016,6.868,0.0672948,26.07924,4.35688,26.3682,2022-02-13 15:40:00,2
54.774,7.07,0.0472068,25.91732,4.25786,24.8292,2022-02-13 16:00:00,2
44.982,7.272,0.0180792,25.8566,5.64414,23.2902,2022-02-13 16:20:00,2
48.654,6.262,0.0974268,25.56312,5.05002,32.1138,2022-02-13 17:00:00,2
77.622,7.07,0.015066,24.9458,5.14904,33.345,2022-02-13 17:20:00,2
66.81,7.171,0.0140616,24.93568,5.74316,32.1138,2022-02-13 17:40:00,2
73.542,6.868,0.0020088,24.91544,3.06962,32.5242,2022-02-13 18:00:00,2
68.034,6.666,0.0572508,24.91544,3.06962,24.9318,2022-02-13 18:20:00,2
39.474,6.767,0.0693036,24.77376,4.65394,29.3436,2022-02-13 18:40:00,2
46.002,6.262,0.0120528,24.55112,5.14904,25.4448,2022-02-13 19:20:00,2
34.272,6.666,0.0873828,24.48028,4.85198,32.4216,2022-02-13 20:20:00,2
52.53,6.868,0.045198,24.4398,3.9608,33.5502,2022-02-13 20:40:00,2
32.844,7.272,0.10044,24.21716,4.951,29.1384,2022-02-13 21:40:00,2
31.212,6.969,0.085374,24.20704,3.56472,20.52,2022-02-13 22:00:00,2
43.452,6.767,0.0090396,24.15644,4.25786,25.0344,2022-02-13 22:20:00,2
80.784,7.171,0.0833652,23.96416,5.9412,31.293,2022-02-13 22:40:00,2
44.268,7.272,0.0522288,23.84272,4.65394,25.4448,2022-02-13 23:00:00,2
59.262,7.272,0.0391716,23.30636,3.56472,25.65,2022-02-13 23:20:00,2
42.84,6.868,0.090396,23.04324,3.06962,20.1096,2022-02-13 23:40:00,2
55.386,6.464,0.004988,30.01592,5.24806,25.137,2022-02-14 00:00:00,2
71.196,6.767,0.0658416,22.00088,2.9706,32.1138,2022-02-14 00:20:00,2
32.334,6.464,0.0518752,23.49864,5.4461,22.059,2022-02-14 02:20:00,2
34.884,6.464,0.0029928,21.69728,5.64414,27.8046,2022-02-14 02:40:00,2
67.014,6.262,0.0458896,21.93004,4.25786,22.059,2022-02-14 03:20:00,2
57.936,6.262,0.0778128,20.35132,5.4461,21.033,2022-02-14 03:40:00,2
38.658,6.161,0.0907816,24.2374,5.64414,19.5966,2022-02-14 05:00:00,2
73.848,7.272,0.0678368,21.4038,4.75296,23.3928,2022-02-14 06:00:00,2
73.134,6.868,0.0179568,26.28164,4.85198,26.9838,2022-02-14 06:20:00,2
44.574,7.272,0.0079808,23.34684,4.75296,34.2684,2022-02-14 06:40:00,2
39.168,7.272,0.0409016,23.36708,4.4559,29.1384,2022-02-14 07:00:00,2
72.828,6.262,0.0994356,23.60996,4.25786,26.676,2022-02-14 08:00:00,2
52.224,6.868,0.0090396,23.67068,4.25786,28.9332,2022-02-14 08:40:00,2
55.284,7.171,0.0743256,23.7314,4.15884,28.9332,2022-02-14 09:00:00,2
32.64,6.363,0.0672948,24.00464,3.4657,23.8032,2022-02-14 09:20:00,2
